ENSMUSG00000064341	ENSHGLG00000000006
ENSMUSG00000029028	ENSHGLG00000018278
ENSMUSG00000009092	ENSHGLG00000018280
ENSMUSG00000068614	ENSHGLG00000018281
ENSMUSG00000040181	ENSHGLG00000018282
ENSMUSG00000022440	ENSHGLG00000018285
ENSMUSG00000030689	ENSHGLG00000018286
ENSMUSG00000070331	ENSHGLG00000018287
ENSMUSG00000027422	ENSHGLG00000018289
ENSMUSG00000022394	ENSHGLG00000018290
ENSMUSG00000028550	ENSHGLG00000018292
ENSMUSG00000079165	ENSHGLG00000018294
ENSMUSG00000078350	ENSHGLG00000018295
ENSMUSG00000027333	ENSHGLG00000018296
ENSMUSG00000029234	ENSHGLG00000018297
ENSMUSG00000086564	ENSHGLG00000018298
ENSMUSG00000042354	ENSHGLG00000018299
ENSMUSG00000033917	ENSHGLG00000018300
ENSMUSG00000040746	ENSHGLG00000018301
ENSMUSG00000069708	ENSHGLG00000018302
ENSMUSG00000026211	ENSHGLG00000018303
ENSMUSG00000039492	ENSHGLG00000018304
ENSMUSG00000034224	ENSHGLG00000018305
ENSMUSG00000030403	ENSHGLG00000018306
ENSMUSG00000063704	ENSHGLG00000018307
ENSMUSG00000001435	ENSHGLG00000018308
ENSMUSG00000030600	ENSHGLG00000018309
ENSMUSG00000020668	ENSHGLG00000018310
ENSMUSG00000041781	ENSHGLG00000018311
ENSMUSG00000090077	ENSHGLG00000018312
ENSMUSG00000027177	ENSHGLG00000018314
ENSMUSG00000022540	ENSHGLG00000018315
ENSMUSG00000020660	ENSHGLG00000018317
ENSMUSG00000020895	ENSHGLG00000018318
ENSMUSG00000058099	ENSHGLG00000018319
ENSMUSG00000003934	ENSHGLG00000018320
ENSMUSG00000000916	ENSHGLG00000018321
ENSMUSG00000045009	ENSHGLG00000018322
ENSMUSG00000049744	ENSHGLG00000018323
ENSMUSG00000033813	ENSHGLG00000018324
ENSMUSG00000002949	ENSHGLG00000018326
ENSMUSG00000055197	ENSHGLG00000018329
ENSMUSG00000018750	ENSHGLG00000018330
ENSMUSG00000015671	ENSHGLG00000018331
ENSMUSG00000031825	ENSHGLG00000018333
ENSMUSG00000038056	ENSHGLG00000018334
ENSMUSG00000030286	ENSHGLG00000018335
ENSMUSG00000023905	ENSHGLG00000018337
ENSMUSG00000071342	ENSHGLG00000018338
ENSMUSG00000003435	ENSHGLG00000018339
ENSMUSG00000028556	ENSHGLG00000018341
ENSMUSG00000006517	ENSHGLG00000018342
ENSMUSG00000004044	ENSHGLG00000018343
ENSMUSG00000066621	ENSHGLG00000018344
ENSMUSG00000037933	ENSHGLG00000018347
ENSMUSG00000034781	ENSHGLG00000018348
ENSMUSG00000009075	ENSHGLG00000018350
ENSMUSG00000040289	ENSHGLG00000018351
ENSMUSG00000056494	ENSHGLG00000018352
ENSMUSG00000030272	ENSHGLG00000018353
ENSMUSG00000020787	ENSHGLG00000018354
ENSMUSG00000004814	ENSHGLG00000018355
ENSMUSG00000017167	ENSHGLG00000018356
ENSMUSG00000056598	ENSHGLG00000018357
ENSMUSG00000054277	ENSHGLG00000018359
ENSMUSG00000035509	ENSHGLG00000018360
ENSMUSG00000044066	ENSHGLG00000018361
ENSMUSG00000028068	ENSHGLG00000018362
ENSMUSG00000032316	ENSHGLG00000018363
ENSMUSG00000055760	ENSHGLG00000018364
ENSMUSG00000005510	ENSHGLG00000018368
ENSMUSG00000068922	ENSHGLG00000018369
ENSMUSG00000013858	ENSHGLG00000018370
ENSMUSG00000033007	ENSHGLG00000018373
ENSMUSG00000028229	ENSHGLG00000018375
ENSMUSG00000053907	ENSHGLG00000018376
ENSMUSG00000030763	ENSHGLG00000018379
ENSMUSG00000028469	ENSHGLG00000018381
ENSMUSG00000019054	ENSHGLG00000018382
ENSMUSG00000055027	ENSHGLG00000018383
ENSMUSG00000021360	ENSHGLG00000018384
ENSMUSG00000040147	ENSHGLG00000018385
ENSMUSG00000040148	ENSHGLG00000018386
ENSMUSG00000068882	ENSHGLG00000018387
ENSMUSG00000002103	ENSHGLG00000018388
ENSMUSG00000073616	ENSHGLG00000018389
ENSMUSG00000039646	ENSHGLG00000018390
ENSMUSG00000037924	ENSHGLG00000018391
ENSMUSG00000001750	ENSHGLG00000018395
ENSMUSG00000035239	ENSHGLG00000018397
ENSMUSG00000038782	ENSHGLG00000018398
ENSMUSG00000044647	ENSHGLG00000018400
ENSMUSG00000028465	ENSHGLG00000018401
ENSMUSG00000044055	ENSHGLG00000018402
ENSMUSG00000022554	ENSHGLG00000018405
ENSMUSG00000049382	ENSHGLG00000018407
ENSMUSG00000044952	ENSHGLG00000018408
ENSMUSG00000035275	ENSHGLG00000018409
ENSMUSG00000041264	ENSHGLG00000018410
ENSMUSG00000054763	ENSHGLG00000018411
ENSMUSG00000047910	ENSHGLG00000018412
ENSMUSG00000037451	ENSHGLG00000018414
ENSMUSG00000053007	ENSHGLG00000018417
ENSMUSG00000030790	ENSHGLG00000018418
ENSMUSG00000022705	ENSHGLG00000018420
ENSMUSG00000002658	ENSHGLG00000018421
ENSMUSG00000044375	ENSHGLG00000018422
ENSMUSG00000024811	ENSHGLG00000018423
ENSMUSG00000004383	ENSHGLG00000018424
ENSMUSG00000028532	ENSHGLG00000018425
ENSMUSG00000022033	ENSHGLG00000018426
ENSMUSG00000035248	ENSHGLG00000018427
ENSMUSG00000001472	ENSHGLG00000018428
ENSMUSG00000043301	ENSHGLG00000018429
ENSMUSG00000024740	ENSHGLG00000018430
ENSMUSG00000020265	ENSHGLG00000018431
ENSMUSG00000042207	ENSHGLG00000018432
ENSMUSG00000027285	ENSHGLG00000018433
ENSMUSG00000024327	ENSHGLG00000018434
ENSMUSG00000042436	ENSHGLG00000018435
ENSMUSG00000002661	ENSHGLG00000018436
ENSMUSG00000026655	ENSHGLG00000018438
ENSMUSG00000068735	ENSHGLG00000018439
ENSMUSG00000027496	ENSHGLG00000018440
ENSMUSG00000044287	ENSHGLG00000018441
ENSMUSG00000041616	ENSHGLG00000018442
ENSMUSG00000049670	ENSHGLG00000018443
ENSMUSG00000046229	ENSHGLG00000018444
ENSMUSG00000039046	ENSHGLG00000018445
ENSMUSG00000071715	ENSHGLG00000018448
ENSMUSG00000039456	ENSHGLG00000018450
ENSMUSG00000020325	ENSHGLG00000018452
ENSMUSG00000024940	ENSHGLG00000018454
ENSMUSG00000040505	ENSHGLG00000018455
ENSMUSG00000039656	ENSHGLG00000018456
ENSMUSG00000059003	ENSHGLG00000018458
ENSMUSG00000015095	ENSHGLG00000018459
ENSMUSG00000034110	ENSHGLG00000018461
ENSMUSG00000037627	ENSHGLG00000018462
ENSMUSG00000040533	ENSHGLG00000018463
ENSMUSG00000059246	ENSHGLG00000018464
ENSMUSG00000024887	ENSHGLG00000018465
ENSMUSG00000022496	ENSHGLG00000018466
ENSMUSG00000024578	ENSHGLG00000018467
ENSMUSG00000070304	ENSHGLG00000018470
ENSMUSG00000008036	ENSHGLG00000018471
ENSMUSG00000020430	ENSHGLG00000018472
ENSMUSG00000040195	ENSHGLG00000018473
ENSMUSG00000043068	ENSHGLG00000018474
ENSMUSG00000071757	ENSHGLG00000018476
ENSMUSG00000064202	ENSHGLG00000018477
ENSMUSG00000046275	ENSHGLG00000018479
ENSMUSG00000024579	ENSHGLG00000018480
ENSMUSG00000057715	ENSHGLG00000018481
ENSMUSG00000070305	ENSHGLG00000018484
ENSMUSG00000021499	ENSHGLG00000018485
ENSMUSG00000062478	ENSHGLG00000018486
ENSMUSG00000026491	ENSHGLG00000018487
ENSMUSG00000034111	ENSHGLG00000018488
ENSMUSG00000030787	ENSHGLG00000018489
ENSMUSG00000021040	ENSHGLG00000018491
ENSMUSG00000039754	ENSHGLG00000018492
ENSMUSG00000020395	ENSHGLG00000018493
ENSMUSG00000017007	ENSHGLG00000018495
ENSMUSG00000020514	ENSHGLG00000018496
ENSMUSG00000020044	ENSHGLG00000018500
ENSMUSG00000021193	ENSHGLG00000018501
ENSMUSG00000041498	ENSHGLG00000018503
ENSMUSG00000028040	ENSHGLG00000018504
ENSMUSG00000027331	ENSHGLG00000018505
ENSMUSG00000055865	ENSHGLG00000018506
ENSMUSG00000025533	ENSHGLG00000018507
ENSMUSG00000031755	ENSHGLG00000018508
ENSMUSG00000025470	ENSHGLG00000018509
ENSMUSG00000059898	ENSHGLG00000018510
ENSMUSG00000060176	ENSHGLG00000018511
ENSMUSG00000051396	ENSHGLG00000018514
ENSMUSG00000038342	ENSHGLG00000018516
ENSMUSG00000023904	ENSHGLG00000018517
ENSMUSG00000067081	ENSHGLG00000018519
ENSMUSG00000052763	ENSHGLG00000018520
ENSMUSG00000006538	ENSHGLG00000018522
ENSMUSG00000007034	ENSHGLG00000018523
ENSMUSG00000022706	ENSHGLG00000018525
ENSMUSG00000031493	ENSHGLG00000018526
ENSMUSG00000028884	ENSHGLG00000018528
ENSMUSG00000003436	ENSHGLG00000018529
ENSMUSG00000004902	ENSHGLG00000018530
ENSMUSG00000024330	ENSHGLG00000018531
ENSMUSG00000000560	ENSHGLG00000018532
ENSMUSG00000020000	ENSHGLG00000018533
ENSMUSG00000039449	ENSHGLG00000018534
ENSMUSG00000053398	ENSHGLG00000018535
ENSMUSG00000031104	ENSHGLG00000018536
ENSMUSG00000040865	ENSHGLG00000018537
ENSMUSG00000029368	ENSHGLG00000018538
ENSMUSG00000042035	ENSHGLG00000018539
ENSMUSG00000044393	ENSHGLG00000018540
ENSMUSG00000022021	ENSHGLG00000018541
ENSMUSG00000032908	ENSHGLG00000018542
ENSMUSG00000018672	ENSHGLG00000018543
ENSMUSG00000007038	ENSHGLG00000018544
ENSMUSG00000038172	ENSHGLG00000018545
ENSMUSG00000010080	ENSHGLG00000018546
ENSMUSG00000004937	ENSHGLG00000018547
ENSMUSG00000027210	ENSHGLG00000018548
ENSMUSG00000028041	ENSHGLG00000018549
ENSMUSG00000022779	ENSHGLG00000018551
ENSMUSG00000002825	ENSHGLG00000018553
ENSMUSG00000060671	ENSHGLG00000018554
ENSMUSG00000038507	ENSHGLG00000018555
ENSMUSG00000029674	ENSHGLG00000018556
ENSMUSG00000040964	ENSHGLG00000018557
ENSMUSG00000028971	ENSHGLG00000018559
ENSMUSG00000019178	ENSHGLG00000018560
ENSMUSG00000054986	ENSHGLG00000018562
ENSMUSG00000047897	ENSHGLG00000018563
ENSMUSG00000028530	ENSHGLG00000018566
ENSMUSG00000037254	ENSHGLG00000018567
ENSMUSG00000074704	ENSHGLG00000018570
ENSMUSG00000005699	ENSHGLG00000018571
ENSMUSG00000027326	ENSHGLG00000018572
ENSMUSG00000026301	ENSHGLG00000018573
ENSMUSG00000005873	ENSHGLG00000018574
ENSMUSG00000029205	ENSHGLG00000018575
ENSMUSG00000042688	ENSHGLG00000018577
ENSMUSG00000021578	ENSHGLG00000018579
ENSMUSG00000027356	ENSHGLG00000018580
ENSMUSG00000042350	ENSHGLG00000018582
ENSMUSG00000030168	ENSHGLG00000018584
ENSMUSG00000042303	ENSHGLG00000018585
ENSMUSG00000032840	ENSHGLG00000018586
ENSMUSG00000041219	ENSHGLG00000018587
ENSMUSG00000046318	ENSHGLG00000018589
ENSMUSG00000020964	ENSHGLG00000018590
ENSMUSG00000078656	ENSHGLG00000018591
ENSMUSG00000029166	ENSHGLG00000018592
ENSMUSG00000028954	ENSHGLG00000018594
ENSMUSG00000032186	ENSHGLG00000018596
ENSMUSG00000040811	ENSHGLG00000018598
ENSMUSG00000027175	ENSHGLG00000018599
ENSMUSG00000041420	ENSHGLG00000018600
ENSMUSG00000059173	ENSHGLG00000018601
ENSMUSG00000055839	ENSHGLG00000018602
ENSMUSG00000024521	ENSHGLG00000018603
ENSMUSG00000026657	ENSHGLG00000018604
ENSMUSG00000086361	ENSHGLG00000018605
ENSMUSG00000026587	ENSHGLG00000018606
ENSMUSG00000026922	ENSHGLG00000018608
ENSMUSG00000046404	ENSHGLG00000018609
ENSMUSG00000028528	ENSHGLG00000018610
ENSMUSG00000026479	ENSHGLG00000018611
ENSMUSG00000020427	ENSHGLG00000018612
ENSMUSG00000049119	ENSHGLG00000018614
ENSMUSG00000061742	ENSHGLG00000018615
ENSMUSG00000098678	ENSHGLG00000018619
ENSMUSG00000001120	ENSHGLG00000018620
ENSMUSG00000029016	ENSHGLG00000018621
ENSMUSG00000001095	ENSHGLG00000018623
ENSMUSG00000070427	ENSHGLG00000018624
ENSMUSG00000066197	ENSHGLG00000018625
ENSMUSG00000019146	ENSHGLG00000018626
ENSMUSG00000044378	ENSHGLG00000018627
ENSMUSG00000036199	ENSHGLG00000018628
ENSMUSG00000039577	ENSHGLG00000018629
ENSMUSG00000026280	ENSHGLG00000018630
ENSMUSG00000029212	ENSHGLG00000018631
ENSMUSG00000048728	ENSHGLG00000018632
ENSMUSG00000029038	ENSHGLG00000018633
ENSMUSG00000021032	ENSHGLG00000018634
ENSMUSG00000036932	ENSHGLG00000018635
ENSMUSG00000024871	ENSHGLG00000018636
ENSMUSG00000024242	ENSHGLG00000018638
ENSMUSG00000035372	ENSHGLG00000018642
ENSMUSG00000020359	ENSHGLG00000018644
ENSMUSG00000030871	ENSHGLG00000018646
ENSMUSG00000039182	ENSHGLG00000018648
ENSMUSG00000024668	ENSHGLG00000018650
ENSMUSG00000067279	ENSHGLG00000018652
ENSMUSG00000021244	ENSHGLG00000018654
ENSMUSG00000036459	ENSHGLG00000018655
ENSMUSG00000029033	ENSHGLG00000018656
ENSMUSG00000046798	ENSHGLG00000018657
ENSMUSG00000027257	ENSHGLG00000018661
ENSMUSG00000030222	ENSHGLG00000018663
ENSMUSG00000095845	ENSHGLG00000018664
ENSMUSG00000031563	ENSHGLG00000018666
ENSMUSG00000039007	ENSHGLG00000018667
ENSMUSG00000031535	ENSHGLG00000018668
ENSMUSG00000022867	ENSHGLG00000018669
ENSMUSG00000052557	ENSHGLG00000018670
ENSMUSG00000000743	ENSHGLG00000018673
ENSMUSG00000009073	ENSHGLG00000018674
ENSMUSG00000024164	ENSHGLG00000018675
ENSMUSG00000024899	ENSHGLG00000018676
ENSMUSG00000027524	ENSHGLG00000018677
ENSMUSG00000004791	ENSHGLG00000018678
ENSMUSG00000027495	ENSHGLG00000018679
ENSMUSG00000006587	ENSHGLG00000018681
ENSMUSG00000040018	ENSHGLG00000018682
ENSMUSG00000030400	ENSHGLG00000018685
ENSMUSG00000004070	ENSHGLG00000018687
ENSMUSG00000041870	ENSHGLG00000018688
ENSMUSG00000002109	ENSHGLG00000018689
ENSMUSG00000047344	ENSHGLG00000018690
ENSMUSG00000070394	ENSHGLG00000018691
ENSMUSG00000029048	ENSHGLG00000018692
ENSMUSG00000030492	ENSHGLG00000018693
ENSMUSG00000041351	ENSHGLG00000018695
ENSMUSG00000026480	ENSHGLG00000018696
ENSMUSG00000003476	ENSHGLG00000018699
ENSMUSG00000029049	ENSHGLG00000018704
ENSMUSG00000042293	ENSHGLG00000018705
ENSMUSG00000036752	ENSHGLG00000018708
ENSMUSG00000002057	ENSHGLG00000018709
ENSMUSG00000063409	ENSHGLG00000018710
ENSMUSG00000031932	ENSHGLG00000018711
ENSMUSG00000018604	ENSHGLG00000018712
ENSMUSG00000046027	ENSHGLG00000018713
ENSMUSG00000035818	ENSHGLG00000018715
ENSMUSG00000026281	ENSHGLG00000018717
ENSMUSG00000025485	ENSHGLG00000018718
ENSMUSG00000046324	ENSHGLG00000018719
ENSMUSG00000042558	ENSHGLG00000018720
ENSMUSG00000042197	ENSHGLG00000018721
ENSMUSG00000036533	ENSHGLG00000018723
ENSMUSG00000028466	ENSHGLG00000018724
ENSMUSG00000040591	ENSHGLG00000018725
ENSMUSG00000050565	ENSHGLG00000018728
ENSMUSG00000057378	ENSHGLG00000018729
ENSMUSG00000024941	ENSHGLG00000018730
ENSMUSG00000001558	ENSHGLG00000018732
ENSMUSG00000034987	ENSHGLG00000018733
ENSMUSG00000000194	ENSHGLG00000018735
ENSMUSG00000031758	ENSHGLG00000018737
ENSMUSG00000028874	ENSHGLG00000018738
ENSMUSG00000043419	ENSHGLG00000018739
ENSMUSG00000047789	ENSHGLG00000018740
ENSMUSG00000034139	ENSHGLG00000018741
ENSMUSG00000021007	ENSHGLG00000018744
ENSMUSG00000024240	ENSHGLG00000018745
ENSMUSG00000005803	ENSHGLG00000018746
ENSMUSG00000058183	ENSHGLG00000018747
ENSMUSG00000031844	ENSHGLG00000018748
ENSMUSG00000022437	ENSHGLG00000018749
ENSMUSG00000026260	ENSHGLG00000018750
ENSMUSG00000104301	ENSHGLG00000018753
ENSMUSG00000044254	ENSHGLG00000018754
ENSMUSG00000024816	ENSHGLG00000018755
ENSMUSG00000037905	ENSHGLG00000018757
ENSMUSG00000025930	ENSHGLG00000018759
ENSMUSG00000000901	ENSHGLG00000018761
ENSMUSG00000020911	ENSHGLG00000018762
ENSMUSG00000002052	ENSHGLG00000018764
ENSMUSG00000047407	ENSHGLG00000018765
ENSMUSG00000029059	ENSHGLG00000018766
ENSMUSG00000049422	ENSHGLG00000018767
ENSMUSG00000022595	ENSHGLG00000018769
ENSMUSG00000019923	ENSHGLG00000018770
ENSMUSG00000055204	ENSHGLG00000018771
ENSMUSG00000060798	ENSHGLG00000018772
ENSMUSG00000027012	ENSHGLG00000018773
ENSMUSG00000022710	ENSHGLG00000018774
ENSMUSG00000044629	ENSHGLG00000018775
ENSMUSG00000048832	ENSHGLG00000018776
ENSMUSG00000035745	ENSHGLG00000018777
ENSMUSG00000009772	ENSHGLG00000018780
ENSMUSG00000056856	ENSHGLG00000018781
ENSMUSG00000029647	ENSHGLG00000018782
ENSMUSG00000030201	ENSHGLG00000018784
ENSMUSG00000009292	ENSHGLG00000018785
ENSMUSG00000039347	ENSHGLG00000018787
ENSMUSG00000058833	ENSHGLG00000018788
ENSMUSG00000031827	ENSHGLG00000018790
ENSMUSG00000043243	ENSHGLG00000018791
ENSMUSG00000051076	ENSHGLG00000018792
ENSMUSG00000040263	ENSHGLG00000018793
ENSMUSG00000032246	ENSHGLG00000018794
ENSMUSG00000074139	ENSHGLG00000018795
ENSMUSG00000046743	ENSHGLG00000018796
ENSMUSG00000029659	ENSHGLG00000018797
ENSMUSG00000036278	ENSHGLG00000018799
ENSMUSG00000052926	ENSHGLG00000018801
ENSMUSG00000028470	ENSHGLG00000018803
ENSMUSG00000028974	ENSHGLG00000018806
ENSMUSG00000033904	ENSHGLG00000018807
ENSMUSG00000063480	ENSHGLG00000018808
ENSMUSG00000033793	ENSHGLG00000018810
ENSMUSG00000021938	ENSHGLG00000018811
ENSMUSG00000037653	ENSHGLG00000018812
ENSMUSG00000027680	ENSHGLG00000018814
ENSMUSG00000019302	ENSHGLG00000018815
ENSMUSG00000026873	ENSHGLG00000018816
ENSMUSG00000030982	ENSHGLG00000018818
ENSMUSG00000022668	ENSHGLG00000018819
ENSMUSG00000001707	ENSHGLG00000018820
ENSMUSG00000025534	ENSHGLG00000018821
ENSMUSG00000038545	ENSHGLG00000018822
ENSMUSG00000020023	ENSHGLG00000018825
ENSMUSG00000061751	ENSHGLG00000018826
ENSMUSG00000027944	ENSHGLG00000018827
ENSMUSG00000038648	ENSHGLG00000018828
ENSMUSG00000036208	ENSHGLG00000018829
ENSMUSG00000024965	ENSHGLG00000018830
ENSMUSG00000038982	ENSHGLG00000018831
ENSMUSG00000051354	ENSHGLG00000018832
ENSMUSG00000036067	ENSHGLG00000018833
ENSMUSG00000035578	ENSHGLG00000018834
ENSMUSG00000033799	ENSHGLG00000018835
ENSMUSG00000023995	ENSHGLG00000018836
ENSMUSG00000031562	ENSHGLG00000018838
ENSMUSG00000033419	ENSHGLG00000018839
ENSMUSG00000051675	ENSHGLG00000018840
ENSMUSG00000032268	ENSHGLG00000018841
ENSMUSG00000026198	ENSHGLG00000018842
ENSMUSG00000024238	ENSHGLG00000018844
ENSMUSG00000044716	ENSHGLG00000018845
ENSMUSG00000030019	ENSHGLG00000018846
ENSMUSG00000031138	ENSHGLG00000018849
ENSMUSG00000063236	ENSHGLG00000018852
ENSMUSG00000026142	ENSHGLG00000018854
ENSMUSG00000061808	ENSHGLG00000018855
ENSMUSG00000020447	ENSHGLG00000018856
ENSMUSG00000046480	ENSHGLG00000018857
ENSMUSG00000014725	ENSHGLG00000018858
ENSMUSG00000024896	ENSHGLG00000018859
ENSMUSG00000040035	ENSHGLG00000018863
ENSMUSG00000021579	ENSHGLG00000018864
ENSMUSG00000026662	ENSHGLG00000018865
ENSMUSG00000030170	ENSHGLG00000018867
ENSMUSG00000040462	ENSHGLG00000018868
ENSMUSG00000041225	ENSHGLG00000018869
ENSMUSG00000028480	ENSHGLG00000018870
ENSMUSG00000055567	ENSHGLG00000018871
ENSMUSG00000039315	ENSHGLG00000018872
ENSMUSG00000022191	ENSHGLG00000018873
ENSMUSG00000050552	ENSHGLG00000018876
ENSMUSG00000004446	ENSHGLG00000018877
ENSMUSG00000026872	ENSHGLG00000018878
ENSMUSG00000039662	ENSHGLG00000018879
ENSMUSG00000053852	ENSHGLG00000018882
ENSMUSG00000034371	ENSHGLG00000018883
ENSMUSG00000031901	ENSHGLG00000018885
ENSMUSG00000043614	ENSHGLG00000018886
ENSMUSG00000003226	ENSHGLG00000018887
ENSMUSG00000027513	ENSHGLG00000018888
ENSMUSG00000023328	ENSHGLG00000018889
ENSMUSG00000002147	ENSHGLG00000018890
ENSMUSG00000034135	ENSHGLG00000018892
ENSMUSG00000037185	ENSHGLG00000018893
ENSMUSG00000020877	ENSHGLG00000018895
ENSMUSG00000041406	ENSHGLG00000018896
ENSMUSG00000015747	ENSHGLG00000018897
ENSMUSG00000029551	ENSHGLG00000018898
ENSMUSG00000027466	ENSHGLG00000018899
ENSMUSG00000026482	ENSHGLG00000018901
ENSMUSG00000020469	ENSHGLG00000018902
ENSMUSG00000046215	ENSHGLG00000018903
ENSMUSG00000039878	ENSHGLG00000018904
ENSMUSG00000029554	ENSHGLG00000018905
ENSMUSG00000006542	ENSHGLG00000018906
ENSMUSG00000052584	ENSHGLG00000018907
ENSMUSG00000069631	ENSHGLG00000018908
ENSMUSG00000046138	ENSHGLG00000018909
ENSMUSG00000078653	ENSHGLG00000018910
ENSMUSG00000040913	ENSHGLG00000018911
ENSMUSG00000038173	ENSHGLG00000018912
ENSMUSG00000040929	ENSHGLG00000018913
ENSMUSG00000042709	ENSHGLG00000018914
ENSMUSG00000040415	ENSHGLG00000018915
ENSMUSG00000029660	ENSHGLG00000018916
ENSMUSG00000006288	ENSHGLG00000018917
ENSMUSG00000025200	ENSHGLG00000018918
ENSMUSG00000002602	ENSHGLG00000018919
ENSMUSG00000062115	ENSHGLG00000018920
ENSMUSG00000073922	ENSHGLG00000018921
ENSMUSG00000028405	ENSHGLG00000018922
ENSMUSG00000040297	ENSHGLG00000018923
ENSMUSG00000032680	ENSHGLG00000018924
ENSMUSG00000019359	ENSHGLG00000018925
ENSMUSG00000054976	ENSHGLG00000018926
ENSMUSG00000005681	ENSHGLG00000018928
ENSMUSG00000042246	ENSHGLG00000018929
ENSMUSG00000035273	ENSHGLG00000018930
ENSMUSG00000044006	ENSHGLG00000018931
ENSMUSG00000025537	ENSHGLG00000018933
ENSMUSG00000027322	ENSHGLG00000018934
ENSMUSG00000006344	ENSHGLG00000018936
ENSMUSG00000034731	ENSHGLG00000018938
ENSMUSG00000015619	ENSHGLG00000018940
ENSMUSG00000001983	ENSHGLG00000018941
ENSMUSG00000033020	ENSHGLG00000018942
ENSMUSG00000025821	ENSHGLG00000018943
ENSMUSG00000045294	ENSHGLG00000018944
ENSMUSG00000071481	ENSHGLG00000018946
ENSMUSG00000037278	ENSHGLG00000018948
ENSMUSG00000038884	ENSHGLG00000018950
ENSMUSG00000023092	ENSHGLG00000018952
ENSMUSG00000069729	ENSHGLG00000018953
ENSMUSG00000027368	ENSHGLG00000018956
ENSMUSG00000020260	ENSHGLG00000018957
ENSMUSG00000030051	ENSHGLG00000018961
ENSMUSG00000047368	ENSHGLG00000018962
ENSMUSG00000021266	ENSHGLG00000018963
ENSMUSG00000022673	ENSHGLG00000018964
ENSMUSG00000051413	ENSHGLG00000018965
ENSMUSG00000007122	ENSHGLG00000018966
ENSMUSG00000035757	ENSHGLG00000018969
ENSMUSG00000038039	ENSHGLG00000018970
ENSMUSG00000026313	ENSHGLG00000018971
ENSMUSG00000055235	ENSHGLG00000018974
ENSMUSG00000020648	ENSHGLG00000018976
ENSMUSG00000067220	ENSHGLG00000018977
ENSMUSG00000037370	ENSHGLG00000018978
ENSMUSG00000020622	ENSHGLG00000018979
ENSMUSG00000034837	ENSHGLG00000018980
ENSMUSG00000073481	ENSHGLG00000018981
ENSMUSG00000040770	ENSHGLG00000018982
ENSMUSG00000021990	ENSHGLG00000018983
ENSMUSG00000070565	ENSHGLG00000018984
ENSMUSG00000019820	ENSHGLG00000018985
ENSMUSG00000019189	ENSHGLG00000018986
ENSMUSG00000004151	ENSHGLG00000018987
ENSMUSG00000039410	ENSHGLG00000018989
ENSMUSG00000034209	ENSHGLG00000018990
ENSMUSG00000030652	ENSHGLG00000018991
ENSMUSG00000040451	ENSHGLG00000018994
ENSMUSG00000022185	ENSHGLG00000018997
ENSMUSG00000075573	ENSHGLG00000018999
ENSMUSG00000050840	ENSHGLG00000019001
ENSMUSG00000032405	ENSHGLG00000019002
ENSMUSG00000030602	ENSHGLG00000019005
ENSMUSG00000007805	ENSHGLG00000019006
ENSMUSG00000039233	ENSHGLG00000019008
ENSMUSG00000009569	ENSHGLG00000019009
ENSMUSG00000026466	ENSHGLG00000019010
ENSMUSG00000047496	ENSHGLG00000019011
ENSMUSG00000029027	ENSHGLG00000019012
ENSMUSG00000000214	ENSHGLG00000019013
ENSMUSG00000034653	ENSHGLG00000019014
ENSMUSG00000019461	ENSHGLG00000019015
ENSMUSG00000027255	ENSHGLG00000019016
ENSMUSG00000045095	ENSHGLG00000019017
ENSMUSG00000056536	ENSHGLG00000019018
ENSMUSG00000035164	ENSHGLG00000019021
ENSMUSG00000028756	ENSHGLG00000019022
ENSMUSG00000004698	ENSHGLG00000019023
ENSMUSG00000048186	ENSHGLG00000019026
ENSMUSG00000020288	ENSHGLG00000019027
ENSMUSG00000049691	ENSHGLG00000019028
ENSMUSG00000040321	ENSHGLG00000019029
ENSMUSG00000032081	ENSHGLG00000019030
ENSMUSG00000025220	ENSHGLG00000019033
ENSMUSG00000030681	ENSHGLG00000019034
ENSMUSG00000025128	ENSHGLG00000019035
ENSMUSG00000029392	ENSHGLG00000019036
ENSMUSG00000033768	ENSHGLG00000019037
ENSMUSG00000002635	ENSHGLG00000019039
ENSMUSG00000021240	ENSHGLG00000019040
ENSMUSG00000025940	ENSHGLG00000019041
ENSMUSG00000049728	ENSHGLG00000019042
ENSMUSG00000037129	ENSHGLG00000019043
ENSMUSG00000020376	ENSHGLG00000019044
ENSMUSG00000029442	ENSHGLG00000019047
ENSMUSG00000002393	ENSHGLG00000019049
ENSMUSG00000025193	ENSHGLG00000019050
ENSMUSG00000034683	ENSHGLG00000019051
ENSMUSG00000024132	ENSHGLG00000019052
ENSMUSG00000027198	ENSHGLG00000019053
ENSMUSG00000045519	ENSHGLG00000019054
ENSMUSG00000001419	ENSHGLG00000019055
ENSMUSG00000096215	ENSHGLG00000019056
ENSMUSG00000072919	ENSHGLG00000019057
ENSMUSG00000073096	ENSHGLG00000019058
ENSMUSG00000031103	ENSHGLG00000019059
ENSMUSG00000029672	ENSHGLG00000019063
ENSMUSG00000023903	ENSHGLG00000019064
ENSMUSG00000010505	ENSHGLG00000019065
ENSMUSG00000020785	ENSHGLG00000019066
ENSMUSG00000024937	ENSHGLG00000019070
ENSMUSG00000032807	ENSHGLG00000019071
ENSMUSG00000027518	ENSHGLG00000019072
ENSMUSG00000017615	ENSHGLG00000019074
